ground_temperature,air_temperature,surface_temperature(mod),bottom_temperature
-3.73,-5.11,-4.341,-3.73
-2.57,-5.74,-5.17,-2.57
-1.8,-3.88,-4.049,-1.8
-1.04,-3.8,-4.053,-1.04
-0.9,-3.76,-3.965,-0.9
-1.89,-3.23,-3.32,-1.89
-1.51,-3.16,-3.307,-1.51
-3.32,-3.67,-3.247,-3.32
-3.6,-3.89,-4.925,-3.6
-4.71,-3.51,-5.503,-4.71
-4.17,-3.6,-5.634,-4.17
-5.28,-3.84,-5.771,-5.28
-5.55,-3.58,-5.424,-5.55
-5.67,-3.56,-5.543,-5.67
-6.97,-4.11,-6.097,-6.97
-6.7,-4.47,-6.55,-6.7
-7.67,-5.09,-7.17,-7.67
-7.93,-5.78,-7.669,-7.93
-8.02,-6.12,-8.203,-8.02
-8.21,-8.17,-11.012,-8.21
-7.94,-7.3,-10.342,-7.94
-7.85,-6.99,-10.389,-7.85
-7.51,-7.16,-9.764,-7.51
-5.86,-6.29,-7.272,-5.86
-3.76,-4.95,-5.714,-3.76
-1.78,-2.7,-3.303,-1.78
-1.77,-1.11,-2.0,-1.77
-1.29,-0.64,-1.766,-1.29
-0.55,-0.81,-1.05,-0.55
-1.46,0.1,-0.551,-1.46
-2.68,-0.04,-0.381,-2.68
-2.99,-0.69,-1.139,-2.99
-6.77,-1.34,-4.619,-6.77
-7.53,-2.44,-7.81,-7.53
-8.5,-3.12,-8.371,-8.5
-8.52,-4.68,-9.341,-8.52
-8.39,-6.17,-10.502,-8.39
-8.15,-6.19,-10.504,-8.15
-7.98,-5.88,-10.036,-7.98
-8.16,-6.44,-10.883,-8.16
-9.04,-6.54,-9.264,-9.04
-8.78,-7.13,-10.295,-8.78
-9.56,-7.32,-10.322,-9.56
-9.77,-5.83,-12.906,-9.77
-9.73,-6.02,-13.249,-9.73
-10.39,-6.21,-11.545,-10.39
-8.7,-5.78,-10.032,-8.7
-5.71,-4.14,-4.662,-5.71
-3.51,-1.81,-3.373,-3.51
-1.63,-1.65,-3.07,-1.63
-0.16,0.45,-0.603,-0.16
0.0,0.38,-0.647,0.0
0.0,0.46,-0.506,0.0
-0.53,0.96,0.0,-0.53
-0.6,0.61,0.0,-0.6
-1.54,-0.87,-1.607,-1.54
-4.14,-0.55,-2.383,-4.14
-6.2,-0.57,-4.051,-6.2
-6.43,-0.44,-4.425,-6.43
-6.7,-1.59,-6.465,-6.7
-6.58,-2.55,-6.85,-6.58
-6.73,-3.19,-9.564,-6.73
-6.94,-3.48,-8.581,-6.94
-6.88,-4.51,-9.219,-6.88
-6.29,-4.74,-8.252,-6.29
-6.08,-5.06,-8.628,-6.08
-5.77,-5.23,-9.031,-5.77
-5.52,-3.73,-7.459,-5.52
-5.71,-3.8,-6.405,-5.71
-6.09,-3.93,-6.645,-6.09
-4.83,-3.75,-6.028,-4.83
-3.7,-2.52,-4.146,-3.7
-1.75,-1.86,-1.531,-1.75
-1.43,-1.33,-2.079,-1.43
-0.85,0.4,-0.758,-0.85
-0.66,0.07,-0.995,-0.66
-0.43,0.58,-1.01,-0.43
-0.96,0.28,-0.998,-0.96
0.0,0.15,-1.041,0.0
-0.45,-1.41,-2.052,-0.45
-3.66,-1.77,-2.789,-3.66
-4.47,-1.99,-3.186,-4.47
-2.77,-1.69,-3.283,-2.77
-2.53,-2.25,-3.87,-2.53
-3.45,-1.53,-3.372,-3.45
-2.95,-1.54,-3.646,-2.95
-3.21,-1.52,-3.798,-3.21
-2.71,-1.73,-4.103,-2.71
-3.87,-1.63,-4.109,-3.87
-2.73,-1.84,-9.195,-2.73
-2.88,-1.89,-12.946,-2.88
-3.81,-3.58,-5.333,-3.81
-3.5,-3.3,-5.641,-3.5
-3.37,-2.75,-4.796,-3.37
-2.7,-2.87,-5.985,-2.7
-1.75,-1.46,-3.298,-1.75
-0.94,-0.26,-0.47,-0.94
0.0,-0.5,0.0,0.0
0.0,0.48,0.0,0.0
0.0,-0.1,0.0,0.0
0.0,-0.03,0.0,0.0
0.0,-0.46,0.0,0.0
0.0,-0.93,0.0,0.0
0.0,-1.19,-0.521,0.0
0.0,-0.91,-2.192,0.0
0.0,-0.05,-3.655,0.0
0.0,-0.49,-2.928,0.0
0.0,-0.57,-2.923,0.0
0.0,-0.75,-3.653,0.0
0.0,-1.12,-4.31,0.0
0.0,-2.07,-6.067,0.0
0.0,-2.11,-6.403,0.0
0.0,-2.69,-6.699,0.0
0.0,-2.89,-6.007,0.0
0.0,-3.02,-5.569,0.0
0.0,-1.97,-3.752,0.0
0.0,-1.89,-3.811,0.0
0.0,-1.8,-4.794,0.0
0.0,-2.45,-5.386,0.0
0.0,-1.06,-2.469,0.0
0.0,-1.14,-0.617,0.0
0.0,-1.18,0.0,0.0
0.0,0.21,0.0,0.0
0.0,0.08,0.0,0.0
0.0,0.15,0.0,0.0
0.0,1.06,0.0,0.0
0.0,1.06,0.0,0.0
0.0,-0.71,0.0,0.0
0.0,-0.61,-1.342,0.0
0.0,-0.9,-2.262,0.0
0.0,-0.76,-3.01,0.0
0.0,-0.9,-2.984,0.0
0.0,-1.93,-4.762,0.0
0.0,-1.79,-4.245,0.0
0.0,-1.69,-3.633,0.0
0.0,-1.83,-6.481,0.0
0.0,-1.83,-4.454,0.0
0.0,-3.04,-9.31,0.0
0.0,-2.89,-8.806,0.0
0.0,-3.18,-8.875,0.0
0.0,-3.3,-7.352,0.0
0.0,-3.38,-8.977,0.0
0.0,-4.11,-6.842,0.0
0.0,-2.23,-3.388,0.0
0.0,-2.23,-1.79,0.0
0.0,-2.32,-1.986,0.0
0.0,-0.81,-1.057,0.0
0.0,-0.77,-0.862,0.0
0.0,-0.62,-0.906,0.0
0.0,-1.18,-1.002,0.0
0.0,-0.66,-0.222,0.0
0.0,-1.81,-0.555,0.0
0.0,-2.06,-3.293,0.0
0.0,-2.45,-3.865,0.0
0.0,-1.46,-4.174,0.0
0.0,-2.27,-4.073,0.0
0.0,-2.46,-4.078,0.0
0.0,-2.36,-4.78,0.0
0.0,-2.83,-5.787,0.0
0.0,-2.69,-4.414,0.0
0.0,-2.85,-7.06,0.0
0.0,-3.97,-6.554,0.0
0.0,-4.26,-6.747,0.0
0.0,-3.93,-6.069,0.0
0.0,-4.66,-9.19,0.0
0.0,-4.61,-7.069,0.0
0.0,-4.23,-10.309,0.0
0.0,-2.94,-1.969,0.0
0.0,-2.87,-2.481,0.0
0.0,-3.11,-2.785,0.0
0.0,-0.97,-1.313,0.0
0.0,-0.77,-1.059,0.0
0.0,-0.31,-0.407,0.0
0.0,0.41,0.0,0.0
0.0,-0.03,0.0,0.0
0.0,-1.08,0.0,0.0
0.0,-1.59,-2.377,0.0
0.0,-1.38,-3.202,0.0
0.0,-1.28,-3.492,0.0
0.0,-1.76,-3.587,0.0
0.0,-1.87,-3.899,0.0
0.0,-2.24,-4.17,0.0
0.0,-2.38,-8.069,0.0
0.0,-2.49,-4.803,0.0
0.0,-2.57,-4.655,0.0
0.0,-3.16,-5.593,0.0
0.0,-2.93,-7.235,0.0
0.0,-2.87,-15.446,0.0
0.0,-3.39,-6.544,0.0
0.0,-3.06,-6.759,0.0
0.0,-3.36,-14.262,0.0
0.0,-3.29,-5.041,0.0
0.0,-2.74,-2.672,0.0
0.0,-2.99,-2.801,0.0
0.0,-1.31,-1.488,0.0
0.0,-0.86,-0.983,0.0
0.0,-0.94,-0.601,0.0
0.0,-0.53,-0.143,0.0
0.0,-1.25,-0.579,0.0
0.0,-1.94,-0.971,0.0
0.0,-2.72,-3.675,0.0
0.0,-2.35,-5.343,0.0
0.0,-1.68,-6.654,0.0
0.0,-0.18,-4.465,0.0
0.0,-0.57,-3.636,0.0
0.0,-0.99,-4.01,0.0
0.0,-0.62,-3.481,0.0
0.0,-1.13,-3.589,0.0
0.0,-1.09,-3.53,0.0
0.0,-1.67,-4.118,0.0
0.0,-1.73,-4.197,0.0
0.0,-1.74,-6.144,0.0
0.0,-1.48,-4.264,0.0
0.0,-1.08,-3.533,0.0
0.0,-0.53,-5.832,0.0
0.0,0.55,0.0,0.0
0.0,-0.14,0.0,0.0
0.0,-0.41,0.0,0.0
0.0,1.54,0.0,0.0
0.0,1.95,0.0,0.0
0.0,2.19,0.0,0.0
0.0,2.93,0.0,0.0
0.0,3.1,0.0,0.0
0.0,1.35,0.0,0.0
0.0,0.58,0.0,0.0
0.0,0.96,0.0,0.0
0.0,1.06,-1.022,0.0
0.0,0.34,-2.718,0.0
0.0,0.23,-3.762,0.0
0.0,-0.39,-8.329,0.0
0.0,-0.68,-9.389,0.0
0.0,-0.8,-5.65,0.0
0.0,1.96,0.0,0.0
0.0,-3.75,-6.529,0.0
0.0,-4.11,-6.707,0.0
0.0,-4.82,-6.42,0.0
0.0,-4.58,-7.391,0.0
0.0,-4.56,-7.005,0.0
0.0,-3.99,-5.586,0.0
0.0,-1.97,-2.166,0.0
0.0,-0.98,-1.219,0.0
0.0,-0.73,-1.0,0.0
0.0,2.61,0.0,0.0
0.0,3.68,0.0,0.0
0.0,3.66,0.0,0.0
0.0,4.75,0.0,0.0
0.0,4.6,0.0,0.0
0.0,3.84,0.0,0.0
0.0,2.78,0.0,0.0
0.0,-1.02,0.0,0.0
0.0,-2.7,-3.293,0.0
0.0,-4.28,-5.187,0.0
0.0,-5.11,-6.706,0.0
0.0,-5.97,-7.672,0.0
0.0,-6.21,-8.027,0.0
0.0,-6.83,-8.771,0.0
0.0,-7.36,-9.225,0.0
0.0,-8.18,-9.951,0.0
0.0,-8.2,-10.134,0.0
0.0,-5.19,-8.477,0.0
0.0,-5.54,-9.503,0.0
0.0,-5.83,-10.1,0.0
0.0,-7.63,-8.859,0.0
0.0,-3.05,-1.239,0.0
0.0,-1.34,0.0,0.0
0.0,-0.05,0.0,0.0
0.0,3.29,0.0,0.0
0.0,2.96,0.0,0.0
0.0,2.58,0.0,0.0
0.0,2.95,0.0,0.0
0.0,2.87,0.0,0.0
0.0,1.59,0.0,0.0
0.0,0.88,0.0,0.0
0.0,-0.23,-4.928,0.0
0.0,-0.42,-4.7,0.0
0.0,-1.06,-5.583,0.0
0.0,-1.47,-3.56,0.0
0.0,-2.3,-4.166,0.0
0.0,-2.72,-4.542,0.0
0.0,-3.33,-5.304,0.0
0.0,-3.4,-5.358,0.0
0.0,-3.6,-5.776,0.0
0.0,-3.25,-5.434,0.0
0.0,-2.54,-5.233,0.0
0.0,-2.51,-5.324,0.0
0.0,-2.75,-5.01,0.0
0.0,-2.88,-4.811,0.0
0.0,-2.57,-1.451,0.0
0.0,-3.84,-1.364,0.0
0.0,-4.75,-4.03,0.0
0.0,-4.32,-3.673,0.0
0.0,-3.9,-3.184,0.0
0.0,-3.78,-3.147,0.0
0.0,-3.52,-2.878,0.0
0.0,-3.81,-2.92,0.0
0.0,-3.11,-2.355,0.0
0.0,-2.87,-4.717,0.0
0.0,-3.11,-7.795,0.0
0.0,-2.74,-6.413,0.0
0.0,-3.97,-7.482,0.0
0.0,-3.17,-5.842,0.0
0.0,-2.74,-5.388,0.0
0.0,-2.85,-7.075,0.0
0.0,-2.62,-10.158,0.0
0.0,-2.61,-15.766,0.0
0.0,-3.04,-15.451,0.0
0.0,-3.06,-12.25,0.0
0.0,-3.77,-12.234,0.0
0.0,-3.59,-11.953,0.0
0.0,-3.49,-16.335,0.0
0.0,-3.35,-8.959,0.0
0.0,-2.26,-6.41,0.0
0.0,-2.51,-2.18,0.0
0.0,-2.9,-1.575,0.0
0.0,-1.97,-0.91,0.0
0.0,-1.89,-0.812,0.0
0.0,-2.43,-1.421,0.0
0.0,-2.37,-1.476,0.0
0.0,-2.59,-1.821,0.0
0.0,-2.9,-2.338,0.0
0.0,-2.74,-3.653,0.0
0.0,-1.78,-3.31,0.0
0.0,-1.65,-3.526,0.0
0.0,-2.28,-4.494,0.0
0.0,-2.01,-4.022,0.0
0.0,-1.79,-3.817,0.0
0.0,-1.97,-4.038,0.0
0.0,-2.08,-5.839,0.0
0.0,-2.06,-8.102,0.0
0.0,-2.22,-4.959,0.0
0.0,-2.54,-10.436,0.0
0.0,-3.0,-11.19,0.0
0.0,-2.66,-4.975,0.0
0.0,-3.14,-5.756,0.0
0.0,-3.54,-10.277,0.0
0.0,-2.85,-5.197,0.0
0.0,-2.96,-2.413,0.0
0.0,-3.19,-2.629,0.0
0.0,-2.33,-1.934,0.0
0.0,-2.14,-1.819,0.0
0.0,-2.32,-2.002,0.0
0.0,-1.73,-1.264,0.0
0.0,-1.47,-1.073,0.0
0.0,-2.36,-1.811,0.0
0.0,-2.41,-3.604,0.0
0.0,-1.63,-4.274,0.0
0.0,-1.13,-5.523,0.0
0.0,-1.41,-6.765,0.0
0.0,-1.97,-5.394,0.0
0.0,-1.77,-7.138,0.0
0.0,-2.26,-8.229,0.0
0.0,-2.17,-6.271,0.0
0.0,-2.13,-10.926,0.0
0.0,-2.87,-5.363,0.0
0.0,-2.82,-10.909,0.0
0.0,-3.03,-13.708,0.0
0.0,-2.93,-5.096,0.0
0.0,-2.73,-5.334,0.0
0.0,-2.46,-8.107,0.0
0.0,-1.39,-1.228,0.0
0.0,-2.2,-0.633,0.0
0.0,-2.31,-0.839,0.0
0.0,-0.61,0.0,0.0
0.0,-0.71,0.0,0.0
0.0,-0.7,0.0,0.0
0.0,0.2,0.0,0.0
0.0,-0.19,0.0,0.0
0.0,-0.01,0.0,0.0
0.0,-0.4,0.0,0.0
0.0,0.88,0.0,0.0
0.0,-1.26,-2.387,0.0
0.0,-1.09,-4.298,0.0
0.0,-1.8,-5.06,0.0
0.0,-1.82,-5.699,0.0
0.0,0.22,-3.632,0.0
0.0,0.57,-3.036,0.0
0.0,0.47,-3.041,0.0
0.0,0.17,-3.067,0.0
0.0,0.07,-3.212,0.0
0.0,0.72,-1.675,0.0
0.0,0.57,-1.856,0.0
0.0,0.85,-5.754,0.0
0.0,0.91,-6.26,0.0
0.0,1.18,-0.112,0.0
0.0,0.25,0.0,0.0
0.0,0.03,0.0,0.0
0.0,2.12,0.0,0.0
0.0,2.38,0.0,0.0
0.0,2.45,0.0,0.0
0.0,2.53,0.0,0.0
0.0,2.41,0.0,0.0
0.0,1.22,0.0,0.0
0.0,1.78,0.0,0.0
0.0,2.08,0.0,0.0
0.0,2.48,0.0,0.0
0.0,2.63,0.0,0.0
0.0,1.4,0.0,0.0
0.0,0.87,-2.679,0.0
0.0,-0.01,-6.626,0.0
0.0,0.18,-8.553,0.0
0.0,0.58,-5.367,0.0
0.0,0.52,-3.128,0.0
0.0,0.73,-7.126,0.0
0.0,2.71,0.0,0.0
0.0,-1.87,-6.193,0.0
0.0,-1.58,-11.217,0.0
0.0,-1.63,-12.215,0.0
0.0,-0.03,-3.955,0.0
0.0,-0.71,-0.088,0.0
0.0,-1.55,-0.957,0.0
0.0,0.78,0.0,0.0
0.0,0.71,0.0,0.0
0.0,1.34,0.0,0.0
0.0,1.92,0.0,0.0
0.0,2.09,0.0,0.0
0.0,0.05,0.0,0.0
0.0,0.39,-1.971,0.0
0.0,0.76,-4.621,0.0
0.0,1.28,0.0,0.0
0.0,1.01,-8.021,0.0
0.0,-0.42,-16.118,0.0
0.0,-0.26,-12.276,0.0
0.0,-0.29,-12.187,0.0
0.0,0.08,-7.852,0.0
0.0,0.59,-5.995,0.0
0.0,-0.84,-6.296,0.0
0.0,-1.0,-5.067,0.0
0.0,-1.75,-5.455,0.0
0.0,-1.63,-4.707,0.0
0.0,-1.48,-4.667,0.0
0.0,-1.51,-4.24,0.0
0.0,0.38,0.0,0.0
0.0,1.19,0.0,0.0
0.0,-0.98,0.0,0.0
0.0,0.5,0.0,0.0
0.0,0.44,0.0,0.0
0.0,0.44,0.0,0.0
0.0,1.71,0.0,0.0
0.0,1.75,0.0,0.0
0.0,-0.66,0.0,0.0
0.0,-0.56,0.0,0.0
0.0,0.91,0.0,0.0
0.0,1.12,0.0,0.0
0.0,0.35,0.0,0.0
0.0,-1.81,-12.487,0.0
0.0,-2.01,-11.268,0.0
0.0,-1.71,-12.926,0.0
0.0,-2.25,-11.966,0.0
0.0,-1.87,-11.426,0.0
0.0,-3.27,-11.46,0.0
0.0,-2.81,-11.411,0.0
0.0,-2.54,-8.192,0.0
0.0,-2.13,-5.619,0.0
0.0,-1.99,-5.673,0.0
0.0,-1.82,-8.373,0.0
0.0,-1.49,-1.664,0.0
0.0,-2.1,-1.998,0.0
0.0,-2.3,-2.027,0.0
0.0,-0.43,-0.307,0.0
0.0,-0.18,-0.371,0.0
0.0,0.04,-0.144,0.0
0.0,0.34,0.0,0.0
0.0,-0.09,0.0,0.0
0.0,-0.5,-0.178,0.0
0.0,0.37,-2.177,0.0
0.0,0.39,-6.344,0.0
0.0,0.55,-7.975,0.0
0.0,-0.37,-11.268,0.0
0.0,-1.38,-11.979,0.0
0.0,-1.7,-12.235,0.0
0.0,-2.1,-12.46,0.0
0.0,-2.42,-11.045,0.0
0.0,-2.61,-8.728,0.0
0.0,-2.85,-6.885,0.0
0.0,-3.08,-8.296,0.0
0.0,-2.59,-8.135,0.0
0.0,-3.25,-7.011,0.0
0.0,-3.48,-6.138,0.0
0.0,-2.02,-8.639,0.0
0.0,-0.25,-0.663,0.0
0.0,-0.1,-0.157,0.0
0.0,-1.37,-0.985,0.0
0.0,0.39,0.0,0.0
0.0,2.55,0.0,0.0
0.0,2.67,0.0,0.0
0.0,1.96,0.0,0.0
0.0,2.01,0.0,0.0
0.0,0.89,0.0,0.0
0.0,0.85,0.0,0.0
0.0,1.3,0.0,0.0
0.0,1.7,0.0,0.0
0.0,0.46,0.0,0.0
0.0,-0.07,-3.227,0.0
0.0,0.03,-1.949,0.0
0.0,-0.46,-2.649,0.0
0.0,-0.21,-2.626,0.0
0.0,-0.67,-5.551,0.0
0.0,-1.37,-12.393,0.0
0.0,-1.4,-11.231,0.0
0.0,-0.25,-8.437,0.0
0.0,0.05,-3.032,0.0
0.0,-0.39,-3.074,0.0
0.0,0.24,-2.032,0.0
0.0,1.86,0.0,0.0
0.0,1.56,0.0,0.0
0.0,0.89,0.0,0.0
0.0,2.88,0.0,0.0
0.0,2.75,0.0,0.0
0.0,1.99,0.0,0.0
0.0,2.53,0.0,0.0
0.0,2.49,0.0,0.0
0.0,3.42,0.0,0.0
0.0,6.49,0.0,0.0
0.0,3.25,0.0,0.0
0.0,3.64,0.0,0.0
0.0,3.63,0.0,0.0
0.0,2.68,0.0,0.0
0.0,2.22,0.0,0.0
0.0,1.36,0.0,0.0
0.0,1.09,0.0,0.0
0.0,0.84,0.0,0.0
0.0,0.45,-6.434,0.0
0.0,0.38,-6.465,0.0
0.0,-0.39,-11.947,0.0
0.0,-0.19,-11.373,0.0
0.0,0.23,-10.661,0.0
0.0,0.32,-10.068,0.0
0.0,0.91,-3.553,0.0
0.0,2.51,0.0,0.0
0.0,2.01,0.0,0.0
0.0,3.29,0.0,0.0
0.0,3.59,0.0,0.0
0.0,3.37,0.0,0.0
0.0,3.85,0.0,0.0
0.0,4.42,0.0,0.0
0.0,3.06,0.0,0.0
0.0,3.17,0.0,0.0
0.0,2.8,0.0,0.0
0.0,2.72,0.0,0.0
0.0,2.46,0.0,0.0
0.0,2.0,0.0,0.0
0.0,1.46,0.0,0.0
0.0,0.04,0.0,0.0
0.0,-0.39,-2.741,0.0
0.0,-0.39,-3.021,0.0
0.0,-0.91,-7.633,0.0
0.0,-0.73,-6.887,0.0
0.0,-1.94,-5.624,0.0
0.0,-2.13,-8.119,0.0
0.0,-1.89,-3.909,0.0
0.0,-1.71,-16.337,0.0
0.0,0.01,0.0,0.0
0.0,-0.42,-0.249,0.0
0.0,-0.48,0.0,0.0
0.0,0.2,0.0,0.0
0.0,-0.13,0.0,0.0
0.0,-0.45,0.0,0.0
0.0,-1.05,0.0,0.0
0.0,-1.05,0.0,0.0
0.0,-1.91,0.0,0.0
0.0,-1.63,-1.592,0.0
0.0,-1.83,-3.194,0.0
0.0,-1.31,-3.355,0.0
0.0,-1.06,-3.908,0.0
0.0,-1.34,-7.521,0.0
0.0,-1.32,-8.81,0.0
0.0,-1.29,-6.712,0.0
0.0,-1.21,-12.19,0.0
0.0,-1.05,-12.448,0.0
0.0,-1.76,-16.55,0.0
0.0,-1.84,-15.332,0.0
0.0,-1.9,-16.458,0.0
0.0,-2.13,-17.313,0.0
0.0,-2.91,-5.125,0.0
0.0,-2.94,-6.44,0.0
0.0,0.28,0.0,0.0
0.0,0.71,0.0,0.0
0.0,0.85,0.0,0.0
0.0,3.39,0.0,0.0
0.0,3.7,0.0,0.0
0.0,4.08,0.0,0.0
0.0,5.32,0.0,0.0
0.0,5.3,0.0,0.0
0.0,5.17,0.0,0.0
0.0,5.05,0.0,0.0
0.0,4.8,0.0,0.0
0.0,2.5,0.0,0.0
0.0,2.41,0.0,0.0
0.0,0.75,0.0,0.0
0.0,0.49,-4.153,0.0
0.0,0.65,-2.257,0.0
0.0,-0.48,-2.793,0.0
0.0,-0.39,-2.901,0.0
0.0,-1.42,-3.766,0.0
0.0,-1.14,-3.963,0.0
0.0,0.5,-2.828,0.0
0.0,0.82,-2.455,0.0
0.0,1.4,0.0,0.0
0.0,1.74,0.0,0.0
0.0,2.6,0.0,0.0
0.0,2.07,0.0,0.0
0.0,1.46,0.0,0.0
0.0,1.33,0.0,0.0
0.0,1.72,0.0,0.0
0.0,4.08,0.0,0.0
0.0,-0.22,0.0,0.0
0.0,0.03,0.0,0.0
0.0,-0.3,-0.562,0.0
0.0,-0.26,-2.665,0.0
0.0,0.63,-2.1,0.0
0.0,0.53,-3.212,0.0
0.0,1.0,-5.031,0.0
0.0,0.25,-5.807,0.0
0.0,-0.14,-9.332,0.0
0.0,-0.96,-13.695,0.0
0.0,-0.24,-16.939,0.0
0.0,-0.29,-17.209,0.0
0.0,-1.26,-17.782,0.0
0.0,-1.12,-17.922,0.0
0.0,-0.89,-17.264,0.0
0.0,-0.89,-17.918,0.0
0.0,-0.77,-12.955,0.0
0.0,-1.08,-14.434,0.0
0.0,-0.42,-9.918,0.0
0.0,-0.42,0.0,0.0
0.0,-1.22,-0.002,0.0
0.0,-1.49,0.0,0.0
0.0,-1.72,0.0,0.0
0.0,-1.62,0.0,0.0
0.0,-2.14,-0.683,0.0
0.0,-2.6,-1.342,0.0
0.0,-0.31,0.0,0.0
0.0,-0.19,-1.593,0.0
0.0,-0.01,-2.696,0.0
0.0,-1.18,-7.328,0.0
0.0,-1.7,-11.165,0.0
0.0,-1.86,-18.587,0.0
0.0,-1.84,-15.807,0.0
0.0,-2.24,-12.893,0.0
0.0,-2.59,-15.535,0.0
0.0,-3.66,-14.764,0.0
0.0,-3.85,-14.756,0.0
0.0,-4.44,-12.495,0.0
0.0,-3.99,-11.11,0.0
0.0,-4.16,-10.597,0.0
0.0,-4.14,-4.919,0.0
0.0,-3.56,-5.076,0.0
0.0,-0.86,0.0,0.0
0.0,-0.22,-0.724,0.0
0.0,-0.14,0.0,0.0
0.0,1.4,0.0,0.0
0.0,1.09,0.0,0.0
0.0,1.02,0.0,0.0
0.0,1.23,0.0,0.0
0.0,2.06,0.0,0.0
0.0,1.61,0.0,0.0
0.0,0.73,0.0,0.0
0.0,0.81,0.0,0.0
0.0,0.09,0.0,0.0
0.0,-0.18,-5.471,0.0
0.0,-0.93,-5.749,0.0
0.0,-1.66,-6.546,0.0
0.0,-3.02,-5.294,0.0
0.0,-3.76,-6.282,0.0
0.0,-4.13,-6.71,0.0
0.0,-5.25,-7.114,0.0
0.0,-4.8,-6.937,0.0
0.0,-4.63,-6.495,0.0
0.0,-4.32,-6.492,0.0
0.0,-4.65,-5.496,0.0
0.0,-3.46,-2.676,0.0
0.0,-0.02,0.0,0.0
0.0,0.31,0.0,0.0
0.0,1.15,0.0,0.0
0.0,3.7,0.0,0.0
0.0,3.64,0.0,0.0
0.0,4.58,0.0,0.0
0.0,5.63,0.0,0.0
0.0,5.66,0.0,0.0
0.0,3.56,0.0,0.0
0.0,3.47,0.0,0.0
0.0,3.57,0.0,0.0
0.0,1.92,0.0,0.0
0.0,0.04,-2.372,0.0
0.0,-1.95,-6.227,0.0
0.0,-2.9,-4.495,0.0
0.0,-0.78,-3.973,0.0
0.0,-1.42,-4.243,0.0
0.0,-1.54,-4.46,0.0
0.0,-1.76,-4.689,0.0
0.0,-1.76,-5.1,0.0
0.0,0.13,-2.471,0.0
0.0,0.7,-1.708,0.0
0.0,1.46,0.0,0.0
0.0,1.69,0.0,0.0
0.0,3.58,0.0,0.0
0.0,3.96,0.0,0.0
0.0,3.21,0.0,0.0
0.0,4.6,0.0,0.0
0.0,4.47,0.0,0.0
0.0,4.51,0.0,0.0
0.0,4.74,0.0,0.0
0.0,5.71,0.0,0.0
0.0,4.35,0.0,0.0
0.0,4.33,0.0,0.0
0.0,4.75,0.0,0.0
0.0,5.08,0.0,0.0
0.0,4.18,0.0,0.0
0.0,3.63,0.0,0.0
0.0,3.09,0.0,0.0
0.0,2.47,0.0,0.0
0.0,2.09,0.0,0.0
0.0,2.28,0.0,0.0
0.0,1.55,0.0,0.0
0.0,1.6,-1.28,0.0
0.0,3.85,-0.726,0.0
0.0,-0.79,-3.201,0.0
0.0,-0.32,-1.22,0.0
0.0,0.18,0.0,0.0
0.0,3.66,0.0,0.0
0.0,4.69,0.0,0.0
0.0,4.47,0.0,0.0
0.0,7.07,0.0,0.0
0.0,7.01,0.0,0.0
0.0,7.06,0.0,0.0
0.0,8.82,0.0,0.0
0.0,8.46,0.0,0.0
0.0,6.73,0.0,0.0
0.0,6.33,0.0,0.0
0.0,7.06,0.0,0.0
0.0,6.64,0.0,0.0
0.0,6.87,0.0,0.0
0.0,5.3,0.0,0.0
0.0,5.23,0.0,0.0
0.0,4.22,0.0,0.0
0.0,4.68,0.0,0.0
0.0,4.48,0.0,0.0
0.0,3.37,0.0,0.0
0.0,3.33,0.0,0.0
0.0,2.14,0.0,0.0
0.0,2.14,0.0,0.0
0.0,1.91,0.0,0.0
0.0,1.56,0.0,0.0
0.0,3.22,0.0,0.0
0.0,3.08,0.0,0.0
0.0,1.56,0.0,0.0
0.0,3.13,0.0,0.0
0.0,4.1,0.0,0.0
0.0,4.22,0.0,0.0
0.0,4.27,0.0,0.0
0.0,3.49,0.0,0.0
0.0,1.9,0.0,0.0
0.0,2.35,0.0,0.0
0.0,3.0,0.0,0.0
0.0,3.31,0.0,0.0
0.0,2.46,0.0,0.0
0.0,1.25,0.0,0.0
0.0,1.14,0.0,0.0
0.0,1.27,-2.646,0.0
0.0,1.6,-2.802,0.0
0.0,1.78,0.0,0.0
0.0,1.36,0.0,0.0
0.0,1.22,0.0,0.0
0.0,0.08,-8.444,0.0
0.0,0.21,-12.815,0.0
0.0,0.12,-0.889,0.0
0.0,0.31,-3.861,0.0
0.0,1.08,0.0,0.0
0.0,1.99,0.0,0.0
0.0,2.04,0.0,0.0
0.0,2.45,0.0,0.0
0.0,2.82,0.0,0.0
0.0,2.66,0.0,0.0
0.0,3.11,0.0,0.0
0.0,2.98,0.0,0.0
0.0,3.26,0.0,0.0
0.0,3.08,0.0,0.0
0.0,2.66,0.0,0.0
0.0,1.78,0.0,0.0
0.0,1.8,0.0,0.0
0.0,1.22,0.0,0.0
0.0,0.89,0.0,0.0
0.0,0.46,-0.308,0.0
0.0,0.27,-3.614,0.0
0.0,-0.15,-7.412,0.0
0.0,-0.71,-8.623,0.0
0.0,-0.09,-8.739,0.0
0.0,-0.98,-15.315,0.0
0.0,-0.71,-14.202,0.0
0.0,-0.52,-1.922,0.0
0.0,-0.53,-3.868,0.0
0.0,0.84,0.0,0.0
0.0,0.81,0.0,0.0
0.0,1.37,0.0,0.0
0.0,2.41,0.0,0.0
0.0,2.97,0.0,0.0
0.0,2.93,0.0,0.0
0.0,3.96,0.0,0.0
